Upload cat photo,Confidence threshold,Result,timestamp
.gradio/flagged/Upload cat photo/c938700a2fbe43aeb884/andriyko-podilnyk-RCfi7vgJjUY-unsplash.jpg,0.45,.gradio/flagged/Result/0ed3224735fc846c3363/image.webp,2026-03-16 14:57:42.174931
